0.1079	2.7983	0	0	0.1079	2.7983	0	2.75	0	1
0.160017	2.74317	0.172878	0.987174	0.156754	2.70446	-0.022	3.0991	-0.1097	0.994
-0.0746732	3.3984	-0.620745	1.53434	-0.0795	3.4342	-0.0938	3.4924	-0.2334	0.9724
-0.413328	3.89306	-0.843665	1.0174	-0.424293	3.9538	-0.2143	3.8735	-0.3535	0.9354
-0.368277	4.15339	0.262386	0.59847	-0.3225	4.1227	-0.3817	4.2365	-0.4679	0.8838
-0.628223	4.47601	-0.715504	0.923652	-0.663044	4.44411	-0.5932	4.5757	-0.575	0.8181
-1.16841	4.85397	-1.42592	0.946614	-1.1966	4.8565	-0.8456	4.8857	-0.673	0.7396
-1.15772	5.34859	0.15471	1.16535	-1.09028	5.3482	-1.1348	5.1616	-0.7604	0.6494
-1.59897	5.24896	-1.09677	-0.362041	-1.6345	5.1645	-1.4564	5.3991	-0.8358	0.549
-1.74612	5.55984	-0.443477	1.17674	-1.64285	5.5173	-1.8051	5.5945	-0.898	0.4399
-2.09776	5.82166	-0.875629	0.615912	-2.1095	5.7917	-2.1756	5.7445	-0.9461	0.3239
-2.49886	5.76472	-1.01758	-0.18176	-2.47244	5.65448	-2.562	5.847	-0.9792	0.2028
-2.63465	6.01692	-0.40134	0.673364	-2.6207	6.0626	-2.9582	5.9002	-0.9969	0.0785
-3.09222	6.14222	-0.991126	-0.179387	-3.26178	6.33623	-3.3579	5.9033	-0.9989	-0.0471
-3.6046	5.89371	-1.24123	-0.645623	-3.6084	5.8683	-3.7549	5.8563	-0.9851	-0.1719
-4.14143	5.57101	-1.33625	-0.836862	-4.15255	5.56332	-4.1429	5.76	-0.9558	-0.294
-4.58854	5.75655	-1.25255	0.504309	-4.6067	5.8275	-4.5157	5.6157	-0.9114	-0.4115
-4.93334	5.62938	-0.557332	-0.701346	-5.00382	5.67758	-4.8675	5.4259	-0.8526	-0.5225
-5.17137	5.37519	-0.603423	-0.629429	-5.1748	5.3797	-5.1927	5.1935	-0.7804	-0.6252
-5.97929	4.77536	-1.79104	-1.8842	-6.30041	4.81343	-5.4863	4.9222	-0.6959	-0.7181
-5.64526	4.53754	0.796934	-0.867925	-5.531	4.5402	-5.7435	4.6162	-0.6004	-0.7997
-5.75264	4.1778	-0.580213	-0.720949	-5.76452	4.10745	-5.9603	4.2804	-0.4955	-0.8686
-6.21619	3.93761	-1.20839	-0.546454	-6.2531	3.9559	-6.1333	3.92	-0.3827	-0.9239
-6.17692	3.66087	-0.316124	-0.42123	-5.73766	3.44395	-6.2599	3.5408	-0.2639	-0.9646
-6.38177	3.17037	-0.452942	-1.16434	-6.3791	3.1435	-6.3378	3.1487	-0.1409	-0.99
-6.38734	3.22909	0.212519	0.16801	-6.4256	3.373	-6.3661	2.75	-0.0157	-0.9999
-6.40693	2.34945	0.0764784	-2.0595	-6.3905	2.2692	-6.3441	2.3509	0.1097	-0.994
-6.32626	1.78594	-0.293353	-1.24086	-6.05399	1.76705	-6.2723	1.9576	0.2334	-0.9724
-6.30755	1.46571	0.0834393	-0.819306	-6.2852	1.4781	-6.1518	1.5765	0.3535	-0.9355
-6.28888	0.865676	0.580069	-1.6475	-6.55345	0.852732	-5.9844	1.2135	0.4679	-0.8838
-5.80262	0.892059	1.26283	0.0107802	-5.7658	0.9467	-5.7729	0.8743	0.575	-0.8182
-5.53679	0.645958	0.548877	-0.648913	-5.57109	0.604551	-5.5205	0.5643	0.673	-0.7396
-5.16557	0.301184	0.981809	-0.878864	-5.1358	0.2903	-5.2312	0.2884	0.7604	-0.6495
-3.72029	-27.5195	6.54692	-74.345	-5.20372	-0.0838258	-4.9097	0.0509	0.8358	-0.549
-4.27793	-5.42754	-1.21052	66.4504	-4.6487	-0.0105	-4.5609	-0.1444	0.898	-0.44
32.4636	8.7695	103.499	11.708	-4.46697	-0.224398	-4.1904	-0.2945	0.9461	-0.3239
-1.70188	1.05599	-25.4818	-15.7492	-3.8536	-0.4851	-3.804	-0.397	0.9792	-0.2028
-5.38617	0.0991811	-5.76579	-0.621643	-2.938	-0.416703	-3.4079	-0.4502	0.9969	-0.0785
-3.53179	-0.607764	4.83913	0.358852	-2.9091	-0.3864	-3.0081	-0.4533	0.9989	0.0471
-1.71307	-0.283637	6.81525	1.50026	-2.93235	-0.480122	-2.6112	-0.4063	0.9851	0.1719
-1.6271	-0.373997	-0.663403	-0.493225	-2.1254	-0.5128	-2.2232	-0.31	0.9558	0.294
-1.52441	-0.145743	0.837264	0.789524	-1.57713	-0.219989	-1.8504	-0.1657	0.9114	0.4115
-1.34343	0.0388675	0.412413	0.375666	-1.3736	0.0168	-1.4986	0.0241	0.8527	0.5225
-1.25365	0.22154	0.226772	0.457957	-1.2922	0.229929	-1.1734	0.2565	0.7804	0.6252
-0.945133	0.321229	0.840464	0.187099	-0.9035	0.3064	-0.8798	0.5278	0.6959	0.7181
-0.669267	0.759181	0.304916	1.38941	-0.494405	0.692527	-0.6226	0.8338	0.6004	0.7997
-0.462712	0.974871	0.454204	0.278711	-0.4434	0.9147	-0.4058	1.1697	0.4955	0.8686
-0.231561	1.40966	0.553762	1.23394	-0.205492	1.48283	-0.2327	1.53	0.3827	0.9239
0.0188422	1.9743	0.665811	1.44436	0.0232	1.9876	-0.1062	1.9092	0.2639	0.9645
-0.133861	2.42973	-0.402867	1.42757	-0.109299	2.16664	-0.0282	2.3013	0.1409	0.99
0.0162838	2.76996	0.604657	0.764081	0.0592	2.7286	0	2.7	0.0157	0.9999
0.0584015	3.14151	0.0412026	0.523539	0.0511973	3.36881	0.011	3.0997	0.0785	0.9969
0.0628363	3.48651	0.00408801	0.908433	0.0621	3.5121	0.0704	3.4949	0.2028	0.9792
0.199639	3.92213	0.361285	0.992601	0.215197	4.00382	0.1789	3.8797	0.324	0.9461
0.490522	4.14756	0.789489	0.504895	0.5079	4.1151	0.3348	4.2478	0.44	0.898
0.60172	4.55504	0.205175	0.845341	0.594939	4.72338	0.5356	4.5934	0.5491	0.8358
0.790162	5.00009	0.508194	1.1502	0.8041	5.0218	0.7781	4.9112	0.6495	0.7604
1.05369	5.24447	0.649283	0.466363	1.05757	5.21994	1.0585	5.1961	0.7397	0.673
1.43118	5.37284	0.949859	0.308177	1.4416	5.3641	1.3724	5.4436	0.8182	0.575
1.80308	5.6761	0.847735	0.548563	1.85412	5.8649	1.7149	5.6497	0.8838	0.4679
2.26405	5.74255	1.14192	0.134939	2.2716	5.7192	2.0805	5.8114	0.9355	0.3534
2.81234	5.67592	1.43948	-0.0775804	2.78841	5.58591	2.4635	5.9259	0.9724	0.2334
2.72636	6.00842	-0.163417	0.805312	2.6724	6.0406	2.8578	5.9915	0.994	0.1097
2.70141	6.1703	0.0314301	0.581694	2.65046	6.01089	3.2572	6.0072	0.9999	-0.0157
3.72687	5.81113	2.38848	-0.89487	3.7987	5.7471	3.6555	5.9727	0.99	-0.1409
3.97705	5.98987	0.626596	0.69795	3.72603	5.93656	4.0463	5.8886	0.9646	-0.2639
4.52752	5.69607	1.24223	-0.680068	4.5343	5.6378	4.4234	5.7562	0.9239	-0.3827
4.74885	5.86495	0.415844	0.412864	4.71948	6.01741	4.781	5.5775	0.8686	-0.4955
5.11533	5.45468	0.76353	-0.993846	5.108	5.3912	5.1134	5.3554	0.7997	-0.6004
5.33111	5.06177	0.370346	-1.12299	5.3844	5.12582	5.4153	5.0934	0.7181	-0.6959
5.43486	4.86638	0.327411	-0.500585	5.4434	4.8949	5.682	4.7956	0.6252	-0.7804
5.83666	4.54301	0.82749	-1.02294	6.03177	4.61209	5.9093	4.4668	0.5225	-0.8527
5.9313	4.13569	0.20426	-1.07779	5.8973	4.1225	6.0936	4.1121	0.4115	-0.9114
5.98235	3.89585	-0.0714131	-0.681665	6.08246	4.00244	6.2319	3.737	0.294	-0.9558
6.40938	3.48833	1.14346	-0.921103	6.4766	3.4967	6.3222	3.3476	0.1719	-0.9851
6.5562	2.99621	0.173662	-1.31439	6.50943	2.97513	6.3629	2.95	0.0471	-0.9989
6.52521	2.65195	-0.0689044	-0.907768	6.5153	2.6638	6.3535	2.5503	-0.0785	-0.9969
6.78082	1.86719	0.402461	-2.14399	6.99101	1.81193	6.2941	2.155	-0.2028	-0.9792
6.27362	1.55202	-1.3955	-0.926917	6.1714	1.5779	6.1856	1.7703	-0.3239	-0.9461
5.94776	1.28491	-0.665702	-0.626962	5.98395	1.30361	6.0297	1.4022	-0.44	-0.898
6.09671	0.926389	0.50611	-0.884803	6.1724	0.9237	5.8289	1.0565	-0.549	-0.8358
5.96665	0.773213	-0.467143	-0.354372	5.88153	0.785093	5.5864	0.7388	-0.6495	-0.7604
5.23223	0.57151	-2.02386	-0.493603	5.128	0.5632	5.306	0.4539	-0.7396	-0.673
4.77265	0.0864524	-1.24719	-1.27889	4.97066	0.0372806	4.992	0.2064	-0.8182	-0.575
4.26269	0.0803124	-1.27991	0.128625	4.2634	0.1358	4.6496	0.0002	-0.8838	-0.4679
4.18408	-0.178746	-0.555089	-0.714097	4.55502	-0.257633	4.284	-0.1614	-0.9354	-0.3535
3.88089	-0.290364	-0.78557	-0.202465	3.866	-0.2695	3.901	-0.2759	-0.9724	-0.2334
3.49757	-0.459091	-1.02543	-0.430148	3.50141	-0.463107	3.5067	-0.3416	-0.994	-0.1097
2.87941	-0.330301	-1.61379	0.467185	2.8377	-0.291	3.1072	-0.3573	-0.9999	0.0157
2.39791	-0.258311	-1.18321	0.161935	2.46457	-0.276194	2.709	-0.3228	-0.99	0.1409
2.20205	-0.45264	-0.403954	-0.678293	2.2552	-0.4912	2.3182	-0.2386	-0.9646	0.2639
2.01462	-0.0658905	-0.48684	1.06661	1.82246	-0.0963152	1.941	-0.1062	-0.9239	0.3827
1.67188	0.112056	-0.946307	0.234384	1.6484	0.0758	1.5835	0.0725	-0.8686	0.4955
1.2205	0.256351	-1.02487	0.388611	1.13671	0.236228	1.2511	0.2946	-0.7997	0.6004
1.00972	0.605711	-0.473456	1.04232	1.0485	0.6382	0.9492	0.5566	-0.7181	0.6959
0.729882	1.0245	-0.714537	1.04859	0.717998	1.00361	0.6825	0.8543	-0.6252	0.7804
0.593871	0.955726	-0.0799258	-0.517421	0.6126	0.8694	0.4552	1.1832	-0.5225	0.8526
0.532122	1.4893	-0.255402	1.30398	0.25824	1.81027	0.2709	1.5379	-0.4115	0.9114
0.327811	1.90923	-0.55712	1.02411	0.3088	1.8896	0.1326	1.9129	-0.294	0.9558
-0.0294927	2.27272	-0.915185	0.887952	-0.0293432	2.25641	0.0423	2.3024	-0.1719	0.9851
-0.101377	2.74412	0.0428207	1.2064	-0.0584	2.7661	0.0016	2.7	-0.0471	0.9989
